danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name,album_name,short_album_name,release_date,album_id
0.539,0.878,2,-2.87,1,0.071,0.00154,0.588,0.877,0.24,129.448,audio_features,3K8xCiaZKUhHHbO9QDpYjz,spotify:track:3K8xCiaZKUhHHbO9QDpYjz,https://api.spotify.com/v1/tracks/3K8xCiaZKUhHHbO9QDpYjz,https://api.spotify.com/v1/audio-analysis/3K8xCiaZKUhHHbO9QDpYjz,250960,4,"Hell Ain't a Bad Place to Be - Live at the Apollo Theatre, Glasgow, Scotland - April 1978",If You Want Blood You've Got It (Live),If You Want Blood You've Got It,1978-10-13,38MklVAM0DEnMCLucNckDD
0.274,0.932,2,-4.573,1,0.063,0.0035,0.59,0.971,0.0979,139.925,audio_features,4Fa0k3oOSA5KTwpqhfGSSU,spotify:track:4Fa0k3oOSA5KTwpqhfGSSU,https://api.spotify.com/v1/tracks/4Fa0k3oOSA5KTwpqhfGSSU,https://api.spotify.com/v1/audio-analysis/4Fa0k3oOSA5KTwpqhfGSSU,449987,4,"Bad Boy Boogie - Live at the Apollo Theatre, Glasgow, Scotland - April 1978",If You Want Blood You've Got It (Live),If You Want Blood You've Got It,1978-10-13,38MklVAM0DEnMCLucNckDD
0.283,0.745,9,-5.658,1,0.0782,0.000713,0.0883,0.983,0.438,69.417,audio_features,20vUoaDskVhjYMsNMryrD0,spotify:track:20vUoaDskVhjYMsNMryrD0,https://api.spotify.com/v1/tracks/20vUoaDskVhjYMsNMryrD0,https://api.spotify.com/v1/audio-analysis/20vUoaDskVhjYMsNMryrD0,348573,4,"The Jack - Live at the Apollo Theatre, Glasgow, Scotland - April 1978",If You Want Blood You've Got It (Live),If You Want Blood You've Got It,1978-10-13,38MklVAM0DEnMCLucNckDD
0.391,0.955,7,-3.87,1,0.0892,0.000113,0.25,0.983,0.55,138.966,audio_features,0fUyiY8d2SxITRs5cJWR4X,spotify:track:0fUyiY8d2SxITRs5cJWR4X,https://api.spotify.com/v1/tracks/0fUyiY8d2SxITRs5cJWR4X,https://api.spotify.com/v1/audio-analysis/0fUyiY8d2SxITRs5cJWR4X,280933,4,"Problem Child - Live at the Apollo Theatre, Glasgow, Scotland - April 1978",If You Want Blood You've Got It (Live),If You Want Blood You've Got It,1978-10-13,38MklVAM0DEnMCLucNckDD
0.257,0.958,2,-2.946,1,0.157,0.000945,0.439,0.762,0.401,165.352,audio_features,23t7CA5Oa5D1gRXyQL7wm8,spotify:track:23t7CA5Oa5D1gRXyQL7wm8,https://api.spotify.com/v1/tracks/23t7CA5Oa5D1gRXyQL7wm8,https://api.spotify.com/v1/audio-analysis/23t7CA5Oa5D1gRXyQL7wm8,245000,4,"Whole Lotta Rosie - Live at the Apollo Theatre, Glasgow, Scotland - April 1978",If You Want Blood You've Got It (Live),If You Want Blood You've Got It,1978-10-13,38MklVAM0DEnMCLucNckDD
0.512,0.976,2,-2.948,1,0.0695,0.000999,0.786,0.803,0.147,132.848,audio_features,3zVf2mdjHI2dCAVMyCGOKr,spotify:track:3zVf2mdjHI2dCAVMyCGOKr,https://api.spotify.com/v1/tracks/3zVf2mdjHI2dCAVMyCGOKr,https://api.spotify.com/v1/audio-analysis/3zVf2mdjHI2dCAVMyCGOKr,221053,4,"Rock 'N' Roll Damnation - Live at the Apollo Theatre, Glasgow, Scotland - April 1978",If You Want Blood You've Got It (Live),If You Want Blood You've Got It,1978-10-13,38MklVAM0DEnMCLucNckDD
0.55,0.919,9,-4.572,1,0.0604,0.00028,0.602,0.935,0.564,136.117,audio_features,4cQAnZie2nr9ZhymIBXi9v,spotify:track:4cQAnZie2nr9ZhymIBXi9v,https://api.spotify.com/v1/tracks/4cQAnZie2nr9ZhymIBXi9v,https://api.spotify.com/v1/audio-analysis/4cQAnZie2nr9ZhymIBXi9v,305360,4,"High Voltage - Live at the Apollo Theatre, Glasgow, Scotland - April 1978",If You Want Blood You've Got It (Live),If You Want Blood You've Got It,1978-10-13,38MklVAM0DEnMCLucNckDD
0.156,0.976,0,-4.87,1,0.219,0.000369,0.146,0.968,0.0865,191.62,audio_features,3Vy9XOOTEU6zMvTozAcHZK,spotify:track:3Vy9XOOTEU6zMvTozAcHZK,https://api.spotify.com/v1/tracks/3Vy9XOOTEU6zMvTozAcHZK,https://api.spotify.com/v1/audio-analysis/3Vy9XOOTEU6zMvTozAcHZK,513707,4,"Let There Be Rock - Live at the Apollo Theatre, Glasgow, Scotland - April 1978",If You Want Blood You've Got It (Live),If You Want Blood You've Got It,1978-10-13,38MklVAM0DEnMCLucNckDD
0.17,0.995,2,-3.648,1,0.152,0.000104,0.458,0.954,0.159,185.503,audio_features,3gG3w52fGzMpJdhcJURwaB,spotify:track:3gG3w52fGzMpJdhcJURwaB,https://api.spotify.com/v1/tracks/3gG3w52fGzMpJdhcJURwaB,https://api.spotify.com/v1/audio-analysis/3gG3w52fGzMpJdhcJURwaB,204907,4,"Rocker - Live at the Apollo Theatre, Glasgow, Scotland - April 1978",If You Want Blood You've Got It (Live),If You Want Blood You've Got It,1978-10-13,38MklVAM0DEnMCLucNckDD
0.524,0.995,9,-2.676,1,0.106,0.0327,0.147,0.0819,0.323,133.596,audio_features,2308VPPaMh7Q3AX1Zap99A,spotify:track:2308VPPaMh7Q3AX1Zap99A,https://api.spotify.com/v1/tracks/2308VPPaMh7Q3AX1Zap99A,https://api.spotify.com/v1/audio-analysis/2308VPPaMh7Q3AX1Zap99A,217640,4,Rock 'N' Roll Damnation,Powerage,Powerage,1978-05-05,4iMaHsHqTg3rwOtRa5wEbm
0.491,0.685,4,-5.07,1,0.0369,0.0209,0.0958,0.312,0.193,129.271,audio_features,4TJzAQN4lSRLMafylE0c4a,spotify:track:4TJzAQN4lSRLMafylE0c4a,https://api.spotify.com/v1/tracks/4TJzAQN4lSRLMafylE0c4a,https://api.spotify.com/v1/audio-analysis/4TJzAQN4lSRLMafylE0c4a,363733,4,Down Payment Blues,Powerage,Powerage,1978-05-05,4iMaHsHqTg3rwOtRa5wEbm
0.605,0.924,1,-4.217,1,0.0338,0.0058,0.615,0.0542,0.919,125.737,audio_features,64CT9WMHVxDmqF8Aa0IjAj,spotify:track:64CT9WMHVxDmqF8Aa0IjAj,https://api.spotify.com/v1/tracks/64CT9WMHVxDmqF8Aa0IjAj,https://api.spotify.com/v1/audio-analysis/64CT9WMHVxDmqF8Aa0IjAj,201680,4,Gimme a Bullet,Powerage,Powerage,1978-05-05,4iMaHsHqTg3rwOtRa5wEbm
0.179,0.978,9,-3.787,1,0.0945,0.00032,0.85,0.264,0.251,185.188,audio_features,0DZwrC4QQOYqpcxCeZzwDg,spotify:track:0DZwrC4QQOYqpcxCeZzwDg,https://api.spotify.com/v1/tracks/0DZwrC4QQOYqpcxCeZzwDg,https://api.spotify.com/v1/audio-analysis/0DZwrC4QQOYqpcxCeZzwDg,311880,4,Riff Raff,Powerage,Powerage,1978-05-05,4iMaHsHqTg3rwOtRa5wEbm
0.543,0.757,9,-4.986,1,0.0497,0.00197,0.626,0.103,0.22,127.648,audio_features,3UQQ7g6J8fiMB7oldQzBoq,spotify:track:3UQQ7g6J8fiMB7oldQzBoq,https://api.spotify.com/v1/tracks/3UQQ7g6J8fiMB7oldQzBoq,https://api.spotify.com/v1/audio-analysis/3UQQ7g6J8fiMB7oldQzBoq,285040,4,Sin City,Powerage,Powerage,1978-05-05,4iMaHsHqTg3rwOtRa5wEbm
0.513,0.825,9,-5.019,1,0.0556,0.00115,0.00591,0.187,0.894,140.949,audio_features,2wr9GtUc8xPMhTVZTc191u,spotify:track:2wr9GtUc8xPMhTVZTc191u,https://api.spotify.com/v1/tracks/2wr9GtUc8xPMhTVZTc191u,https://api.spotify.com/v1/audio-analysis/2wr9GtUc8xPMhTVZTc191u,211813,4,What's Next to the Moon,Powerage,Powerage,1978-05-05,4iMaHsHqTg3rwOtRa5wEbm
0.696,0.593,11,-5.442,1,0.0349,0.00306,0.762,0.115,0.385,121.475,audio_features,69MwNXryg6NT1lV7buN7U7,spotify:track:69MwNXryg6NT1lV7buN7U7,https://api.spotify.com/v1/tracks/69MwNXryg6NT1lV7buN7U7,https://api.spotify.com/v1/audio-analysis/69MwNXryg6NT1lV7buN7U7,305587,4,Gone Shootin',Powerage,Powerage,1978-05-05,4iMaHsHqTg3rwOtRa5wEbm
0.422,0.938,9,-3.932,1,0.0434,0.00022,0.88,0.0548,0.498,138.437,audio_features,61iaXFZKvm1cGv4hBleohH,spotify:track:61iaXFZKvm1cGv4hBleohH,https://api.spotify.com/v1/tracks/61iaXFZKvm1cGv4hBleohH,https://api.spotify.com/v1/audio-analysis/61iaXFZKvm1cGv4hBleohH,253427,4,Up to My Neck in You,Powerage,Powerage,1978-05-05,4iMaHsHqTg3rwOtRa5wEbm
0.266,0.817,9,-4.711,1,0.0779,0.000781,0.0795,0.0759,0.311,160.779,audio_features,0r1gRXwNZiGljDRa2EToL8,spotify:track:0r1gRXwNZiGljDRa2EToL8,https://api.spotify.com/v1/tracks/0r1gRXwNZiGljDRa2EToL8,https://api.spotify.com/v1/audio-analysis/0r1gRXwNZiGljDRa2EToL8,243400,4,Kicked in the Teeth,Powerage,Powerage,1978-05-05,4iMaHsHqTg3rwOtRa5wEbm
0.433,0.803,9,-5.378,1,0.121,0.0858,0.354,0.0838,0.401,134.84,audio_features,7A944u5mXbkCz0I5BdLckI,spotify:track:7A944u5mXbkCz0I5BdLckI,https://api.spotify.com/v1/tracks/7A944u5mXbkCz0I5BdLckI,https://api.spotify.com/v1/audio-analysis/7A944u5mXbkCz0I5BdLckI,331480,4,Go Down,Let There Be Rock,Let There Be Rock,1977-03-21,3JwFNl80WWeXPiKEjIFbqa
0.596,0.792,10,-5.556,1,0.0768,0.0289,0.252,0.458,0.394,137.391,audio_features,0L0x35hQnmCLtHeSGQlEZj,spotify:track:0L0x35hQnmCLtHeSGQlEZj,https://api.spotify.com/v1/tracks/0L0x35hQnmCLtHeSGQlEZj,https://api.spotify.com/v1/audio-analysis/0L0x35hQnmCLtHeSGQlEZj,214853,4,Dog Eat Dog,Let There Be Rock,Let There Be Rock,1977-03-21,3JwFNl80WWeXPiKEjIFbqa
0.332,0.725,11,-5.809,0,0.116,0.000209,0.607,0.0767,0.422,182.364,audio_features,753KutoAy00apPsplMRetG,spotify:track:753KutoAy00apPsplMRetG,https://api.spotify.com/v1/tracks/753KutoAy00apPsplMRetG,https://api.spotify.com/v1/audio-analysis/753KutoAy00apPsplMRetG,366347,4,Let There Be Rock,Let There Be Rock,Let There Be Rock,1977-03-21,3JwFNl80WWeXPiKEjIFbqa
0.494,0.853,9,-4.963,1,0.0806,0.12,0.192,0.254,0.538,141.482,audio_features,6HGkds3oqTAr4qyCRZmy4b,spotify:track:6HGkds3oqTAr4qyCRZmy4b,https://api.spotify.com/v1/tracks/6HGkds3oqTAr4qyCRZmy4b,https://api.spotify.com/v1/audio-analysis/6HGkds3oqTAr4qyCRZmy4b,267613,4,Bad Boy Boogie,Let There Be Rock,Let There Be Rock,1977-03-21,3JwFNl80WWeXPiKEjIFbqa
0.443,0.869,9,-3.9,1,0.126,0.00305,0.104,0.0867,0.703,134.208,audio_features,5wTuWXWREngkFGtBXhOaI9,spotify:track:5wTuWXWREngkFGtBXhOaI9,https://api.spotify.com/v1/tracks/5wTuWXWREngkFGtBXhOaI9,https://api.spotify.com/v1/audio-analysis/5wTuWXWREngkFGtBXhOaI9,324693,4,Problem Child,Let There Be Rock,Let There Be Rock,1977-03-21,3JwFNl80WWeXPiKEjIFbqa
0.401,0.723,9,-4.348,1,0.0552,0.0146,0.209,0.167,0.247,127.781,audio_features,7EIPa69XVt6wTdLRkXklXq,spotify:track:7EIPa69XVt6wTdLRkXklXq,https://api.spotify.com/v1/tracks/7EIPa69XVt6wTdLRkXklXq,https://api.spotify.com/v1/audio-analysis/7EIPa69XVt6wTdLRkXklXq,369053,4,Overdose,Let There Be Rock,Let There Be Rock,1977-03-21,3JwFNl80WWeXPiKEjIFbqa
0.604,0.737,9,-5.284,1,0.175,0.181,0.0146,0.346,0.417,128.056,audio_features,79KUOd1p6yNjh2Jkr9IQHk,spotify:track:79KUOd1p6yNjh2Jkr9IQHk,https://api.spotify.com/v1/tracks/79KUOd1p6yNjh2Jkr9IQHk,https://api.spotify.com/v1/audio-analysis/79KUOd1p6yNjh2Jkr9IQHk,254120,4,Hell Ain't a Bad Place to Be,Let There Be Rock,Let There Be Rock,1977-03-21,3JwFNl80WWeXPiKEjIFbqa
0.292,0.838,9,-4.459,1,0.078,0.0014,0.479,0.0953,0.423,159.176,audio_features,4wYq5wugZDzQiMZQYG4wVB,spotify:track:4wYq5wugZDzQiMZQYG4wVB,https://api.spotify.com/v1/tracks/4wYq5wugZDzQiMZQYG4wVB,https://api.spotify.com/v1/audio-analysis/4wYq5wugZDzQiMZQYG4wVB,333800,4,Whole Lotta Rosie,Let There Be Rock,Let There Be Rock,1977-03-21,3JwFNl80WWeXPiKEjIFbqa
0.668,0.906,11,-4.881,0,0.17,0.214,0.00245,0.135,0.507,135.653,audio_features,2d4e45fmUnguxh6yqC7gNT,spotify:track:2d4e45fmUnguxh6yqC7gNT,https://api.spotify.com/v1/tracks/2d4e45fmUnguxh6yqC7gNT,https://api.spotify.com/v1/audio-analysis/2d4e45fmUnguxh6yqC7gNT,231933,4,Dirty Deeds Done Dirt Cheap,Dirty Deeds Done Dirt Cheap,Dirty Deeds Done Dirt Cheap,1976-09-20,76mvVgXOde87B9aOzLXCOI
0.546,0.786,2,-6.442,1,0.0425,0.0145,0.274,0.132,0.567,122.838,audio_features,4bP7RH0Ce8Y1XmNye0SVYs,spotify:track:4bP7RH0Ce8Y1XmNye0SVYs,https://api.spotify.com/v1/tracks/4bP7RH0Ce8Y1XmNye0SVYs,https://api.spotify.com/v1/audio-analysis/4bP7RH0Ce8Y1XmNye0SVYs,191467,4,Love at First Feel,Dirty Deeds Done Dirt Cheap,Dirty Deeds Done Dirt Cheap,1976-09-20,76mvVgXOde87B9aOzLXCOI
0.62,0.634,9,-6.324,1,0.198,0.432,0.0,0.604,0.415,107.066,audio_features,2KmSnPWWCIsEomVsKnbE1a,spotify:track:2KmSnPWWCIsEomVsKnbE1a,https://api.spotify.com/v1/tracks/2KmSnPWWCIsEomVsKnbE1a,https://api.spotify.com/v1/audio-analysis/2KmSnPWWCIsEomVsKnbE1a,158773,4,Big Balls,Dirty Deeds Done Dirt Cheap,Dirty Deeds Done Dirt Cheap,1976-09-20,76mvVgXOde87B9aOzLXCOI
0.431,0.955,1,-4.09,1,0.162,0.2,0.703,0.14,0.481,118.051,audio_features,4eutZb21bHZerJnxqW5lB0,spotify:track:4eutZb21bHZerJnxqW5lB0,https://api.spotify.com/v1/tracks/4eutZb21bHZerJnxqW5lB0,https://api.spotify.com/v1/audio-analysis/4eutZb21bHZerJnxqW5lB0,171093,4,Rocker,Dirty Deeds Done Dirt Cheap,Dirty Deeds Done Dirt Cheap,1976-09-20,76mvVgXOde87B9aOzLXCOI
0.466,0.836,11,-4.223,0,0.117,0.00373,0.154,0.043,0.659,134.296,audio_features,4cKoFvIkCA88axbQ6hfbRC,spotify:track:4cKoFvIkCA88axbQ6hfbRC,https://api.spotify.com/v1/tracks/4cKoFvIkCA88axbQ6hfbRC,https://api.spotify.com/v1/audio-analysis/4cKoFvIkCA88axbQ6hfbRC,345867,4,Problem Child,Dirty Deeds Done Dirt Cheap,Dirty Deeds Done Dirt Cheap,1976-09-20,76mvVgXOde87B9aOzLXCOI
0.55,0.793,2,-4.776,1,0.0462,0.124,0.000138,0.74,0.582,126.591,audio_features,1OFNVz8rx3pMl9FrL1IlDE,spotify:track:1OFNVz8rx3pMl9FrL1IlDE,https://api.spotify.com/v1/tracks/1OFNVz8rx3pMl9FrL1IlDE,https://api.spotify.com/v1/audio-analysis/1OFNVz8rx3pMl9FrL1IlDE,198173,4,There's Gonna Be Some Rockin',Dirty Deeds Done Dirt Cheap,Dirty Deeds Done Dirt Cheap,1976-09-20,76mvVgXOde87B9aOzLXCOI
0.403,0.806,2,-4.727,1,0.0562,0.00919,0.0353,0.113,0.551,123.819,audio_features,73HVgj1xXW9vuiRsFAKwyr,spotify:track:73HVgj1xXW9vuiRsFAKwyr,https://api.spotify.com/v1/tracks/73HVgj1xXW9vuiRsFAKwyr,https://api.spotify.com/v1/audio-analysis/73HVgj1xXW9vuiRsFAKwyr,414027,4,Ain't No Fun (Waiting Round to Be a Millionaire),Dirty Deeds Done Dirt Cheap,Dirty Deeds Done Dirt Cheap,1976-09-20,76mvVgXOde87B9aOzLXCOI
0.73,0.388,0,-9.511,1,0.051,0.514,0.00791,0.0735,0.279,105.716,audio_features,594ONMYoHlJnqHPEx98t08,spotify:track:594ONMYoHlJnqHPEx98t08,https://api.spotify.com/v1/tracks/594ONMYoHlJnqHPEx98t08,https://api.spotify.com/v1/audio-analysis/594ONMYoHlJnqHPEx98t08,350267,3,Ride On,Dirty Deeds Done Dirt Cheap,Dirty Deeds Done Dirt Cheap,1976-09-20,76mvVgXOde87B9aOzLXCOI
0.475,0.607,0,-6.528,1,0.0929,0.0755,0.0802,0.169,0.668,131.149,audio_features,7EERPGGkPTXUcjXFo4o7jN,spotify:track:7EERPGGkPTXUcjXFo4o7jN,https://api.spotify.com/v1/tracks/7EERPGGkPTXUcjXFo4o7jN,https://api.spotify.com/v1/audio-analysis/7EERPGGkPTXUcjXFo4o7jN,327493,4,Squealer,Dirty Deeds Done Dirt Cheap,Dirty Deeds Done Dirt Cheap,1976-09-20,76mvVgXOde87B9aOzLXCOI
0.456,0.863,3,-3.551,1,0.0894,0.133,0.0538,0.0553,0.532,135.962,audio_features,7nemcVsXVFZF01iqpIIo2Y,spotify:track:7nemcVsXVFZF01iqpIIo2Y,https://api.spotify.com/v1/tracks/7nemcVsXVFZF01iqpIIo2Y,https://api.spotify.com/v1/audio-analysis/7nemcVsXVFZF01iqpIIo2Y,301227,4,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),High Voltage,High Voltage,1976-05-14,19AUoKWRAaQYrggVvdQnqq
0.635,0.709,9,-4.512,1,0.104,0.257,0.00153,0.0836,0.714,133.591,audio_features,65Wa8Fu1ASV3B0dz2vwKNQ,spotify:track:65Wa8Fu1ASV3B0dz2vwKNQ,https://api.spotify.com/v1/tracks/65Wa8Fu1ASV3B0dz2vwKNQ,https://api.spotify.com/v1/audio-analysis/65Wa8Fu1ASV3B0dz2vwKNQ,303667,4,Rock 'N' Roll Singer,High Voltage,High Voltage,1976-05-14,19AUoKWRAaQYrggVvdQnqq
0.646,0.473,9,-6.297,1,0.0619,0.0094,0.000337,0.195,0.367,112.326,audio_features,3k1WwLG1OXCm6iQ13VrJEL,spotify:track:3k1WwLG1OXCm6iQ13VrJEL,https://api.spotify.com/v1/tracks/3k1WwLG1OXCm6iQ13VrJEL,https://api.spotify.com/v1/audio-analysis/3k1WwLG1OXCm6iQ13VrJEL,352040,4,The Jack,High Voltage,High Voltage,1976-05-14,19AUoKWRAaQYrggVvdQnqq
0.586,0.84,7,-5.341,1,0.0487,0.0122,0.0116,0.0842,0.0784,132.36,audio_features,6FWoYwZa13llS7nj0SG65F,spotify:track:6FWoYwZa13llS7nj0SG65F,https://api.spotify.com/v1/tracks/6FWoYwZa13llS7nj0SG65F,https://api.spotify.com/v1/audio-analysis/6FWoYwZa13llS7nj0SG65F,348600,4,Live Wire,High Voltage,High Voltage,1976-05-14,19AUoKWRAaQYrggVvdQnqq
0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,audio_features,7LRMbd3LEoV5wZJvXT1Lwb,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,https://api.spotify.com/v1/tracks/7LRMbd3LEoV5wZJvXT1Lwb,https://api.spotify.com/v1/audio-analysis/7LRMbd3LEoV5wZJvXT1Lwb,214667,4,T.N.T.,High Voltage,High Voltage,1976-05-14,19AUoKWRAaQYrggVvdQnqq
0.568,0.746,8,-5.844,1,0.101,0.0452,0.0587,0.0924,0.467,134.987,audio_features,75uv44LGpyL0DhyLli3aXh,spotify:track:75uv44LGpyL0DhyLli3aXh,https://api.spotify.com/v1/tracks/75uv44LGpyL0DhyLli3aXh,https://api.spotify.com/v1/audio-analysis/75uv44LGpyL0DhyLli3aXh,251373,4,Can I Sit Next to You Girl,High Voltage,High Voltage,1976-05-14,19AUoKWRAaQYrggVvdQnqq
0.576,0.516,2,-6.091,1,0.0436,0.00144,0.00551,0.199,0.237,106.004,audio_features,4XyONPP3WOcquMO5WVj4mw,spotify:track:4XyONPP3WOcquMO5WVj4mw,https://api.spotify.com/v1/tracks/4XyONPP3WOcquMO5WVj4mw,https://api.spotify.com/v1/audio-analysis/4XyONPP3WOcquMO5WVj4mw,338307,4,Little Lover,High Voltage,High Voltage,1976-05-14,19AUoKWRAaQYrggVvdQnqq
0.691,0.415,2,-5.627,1,0.0347,0.0798,0.0254,0.0401,0.493,116.328,audio_features,1Qvghv6QpCSB3RiycaDiWz,spotify:track:1Qvghv6QpCSB3RiycaDiWz,https://api.spotify.com/v1/tracks/1Qvghv6QpCSB3RiycaDiWz,https://api.spotify.com/v1/audio-analysis/1Qvghv6QpCSB3RiycaDiWz,291307,4,She's Got Balls,High Voltage,High Voltage,1976-05-14,19AUoKWRAaQYrggVvdQnqq
0.561,0.785,9,-4.973,1,0.0629,0.0282,0.451,0.0615,0.546,137.153,audio_features,5pLgH1bCkBV3bbmvm0qvom,spotify:track:5pLgH1bCkBV3bbmvm0qvom,https://api.spotify.com/v1/tracks/5pLgH1bCkBV3bbmvm0qvom,https://api.spotify.com/v1/audio-analysis/5pLgH1bCkBV3bbmvm0qvom,254200,4,High Voltage,High Voltage,High Voltage,1976-05-14,19AUoKWRAaQYrggVvdQnqq
