danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name,album_name,short_album_name,release_date,album_id
0.43,0.6,5,-8.259,1,0.067,0.0016,0.925,0.128,0.437,99.187,audio_features,1nUk7iNwJ26jIhNaEHt910,spotify:track:1nUk7iNwJ26jIhNaEHt910,https://api.spotify.com/v1/tracks/1nUk7iNwJ26jIhNaEHt910,https://api.spotify.com/v1/audio-analysis/1nUk7iNwJ26jIhNaEHt910,173653,4,D.T.,Who Made Who,Who Made Who,1986-05-24,07EFoHHspqSwsmkbnWaB4A
0.466,0.943,0,-4.551,1,0.0533,0.00126,0.607,0.424,0.544,123.796,audio_features,3yGEXeeMSZtXoEvfcLFF1m,spotify:track:3yGEXeeMSZtXoEvfcLFF1m,https://api.spotify.com/v1/tracks/3yGEXeeMSZtXoEvfcLFF1m,https://api.spotify.com/v1/audio-analysis/3yGEXeeMSZtXoEvfcLFF1m,253400,4,Sink the Pink,Who Made Who,Who Made Who,1986-05-24,07EFoHHspqSwsmkbnWaB4A
0.737,0.425,0,-8.215,1,0.0483,0.393,0.00238,0.091,0.309,106.346,audio_features,6vLemwLlTYDqQqbtXHRLRN,spotify:track:6vLemwLlTYDqQqbtXHRLRN,https://api.spotify.com/v1/tracks/6vLemwLlTYDqQqbtXHRLRN,https://api.spotify.com/v1/audio-analysis/6vLemwLlTYDqQqbtXHRLRN,349920,3,Ride On,Who Made Who,Who Made Who,1986-05-24,07EFoHHspqSwsmkbnWaB4A
0.392,0.887,4,-4.733,0,0.0463,0.00562,0.00821,0.141,0.282,107.677,audio_features,2P884dqfjksDMSzUZksfrS,spotify:track:2P884dqfjksDMSzUZksfrS,https://api.spotify.com/v1/tracks/2P884dqfjksDMSzUZksfrS,https://api.spotify.com/v1/audio-analysis/2P884dqfjksDMSzUZksfrS,312893,4,Hells Bells,Who Made Who,Who Made Who,1986-05-24,07EFoHHspqSwsmkbnWaB4A
0.543,0.926,0,-5.015,1,0.0544,0.0385,0.0272,0.0788,0.493,122.659,audio_features,0dY2imDqcunCyIWoBfrcxB,spotify:track:0dY2imDqcunCyIWoBfrcxB,https://api.spotify.com/v1/tracks/0dY2imDqcunCyIWoBfrcxB,https://api.spotify.com/v1/audio-analysis/0dY2imDqcunCyIWoBfrcxB,231773,4,Shake Your Foundations,Who Made Who,Who Made Who,1986-05-24,07EFoHHspqSwsmkbnWaB4A
0.364,0.985,9,-5.905,0,0.0795,3.53e-05,0.801,0.0414,0.273,144.513,audio_features,4LZyChIF8hKAAtGuPsvKCY,spotify:track:4LZyChIF8hKAAtGuPsvKCY,https://api.spotify.com/v1/tracks/4LZyChIF8hKAAtGuPsvKCY,https://api.spotify.com/v1/audio-analysis/4LZyChIF8hKAAtGuPsvKCY,181360,4,Chase the Ace,Who Made Who,Who Made Who,1986-05-24,07EFoHHspqSwsmkbnWaB4A
0.371,0.909,4,-5.704,1,0.101,0.000341,0.508,0.0894,0.48,132.885,audio_features,1Qf7H7d1TNP8VfPVDRLY0D,spotify:track:1Qf7H7d1TNP8VfPVDRLY0D,https://api.spotify.com/v1/tracks/1Qf7H7d1TNP8VfPVDRLY0D,https://api.spotify.com/v1/audio-analysis/1Qf7H7d1TNP8VfPVDRLY0D,353693,4,For Those About to Rock (We Salute You),Who Made Who,Who Made Who,1986-05-24,07EFoHHspqSwsmkbnWaB4A
0.322,0.92,2,-4.441,1,0.0574,0.00118,0.47,0.289,0.347,127.008,audio_features,4KLh3zTfRqxBPDVzOOy2yE,spotify:track:4KLh3zTfRqxBPDVzOOy2yE,https://api.spotify.com/v1/tracks/4KLh3zTfRqxBPDVzOOy2yE,https://api.spotify.com/v1/audio-analysis/4KLh3zTfRqxBPDVzOOy2yE,224253,4,Fly on the Wall,Fly On the Wall,Fly On the Wall,1985-06-28,0rOXa1wPbBrCNl6knMyDBW
0.491,0.932,7,-4.379,1,0.0631,0.00765,0.519,0.0562,0.459,122.226,audio_features,1L21YTLKh6eJaIjQWRgzo7,spotify:track:1L21YTLKh6eJaIjQWRgzo7,https://api.spotify.com/v1/tracks/1L21YTLKh6eJaIjQWRgzo7,https://api.spotify.com/v1/audio-analysis/1L21YTLKh6eJaIjQWRgzo7,250587,4,Shake Your Foundations,Fly On the Wall,Fly On the Wall,1985-06-28,0rOXa1wPbBrCNl6knMyDBW
0.461,0.948,7,-4.183,0,0.0675,0.0209,0.144,0.195,0.297,116.897,audio_features,3u73GFE4Vr2Agnf6afmW0V,spotify:track:3u73GFE4Vr2Agnf6afmW0V,https://api.spotify.com/v1/tracks/3u73GFE4Vr2Agnf6afmW0V,https://api.spotify.com/v1/audio-analysis/3u73GFE4Vr2Agnf6afmW0V,226040,4,First Blood,Fly On the Wall,Fly On the Wall,1985-06-28,0rOXa1wPbBrCNl6knMyDBW
0.583,0.84,2,-4.199,1,0.0385,0.207,0.369,0.088,0.565,79.351,audio_features,4s0zx7jUjCe2qOswnEmQur,spotify:track:4s0zx7jUjCe2qOswnEmQur,https://api.spotify.com/v1/tracks/4s0zx7jUjCe2qOswnEmQur,https://api.spotify.com/v1/audio-analysis/4s0zx7jUjCe2qOswnEmQur,262480,4,Danger,Fly On the Wall,Fly On the Wall,1985-06-28,0rOXa1wPbBrCNl6knMyDBW
0.474,0.932,0,-5.31,1,0.0487,0.00149,0.467,0.439,0.531,123.787,audio_features,4tEO5sXXoEOtxEPZJ15pgO,spotify:track:4tEO5sXXoEOtxEPZJ15pgO,https://api.spotify.com/v1/tracks/4tEO5sXXoEOtxEPZJ15pgO,https://api.spotify.com/v1/audio-analysis/4tEO5sXXoEOtxEPZJ15pgO,255147,4,Sink the Pink,Fly On the Wall,Fly On the Wall,1985-06-28,0rOXa1wPbBrCNl6knMyDBW
0.429,0.962,9,-4.051,1,0.0581,0.000535,0.0223,0.0983,0.312,99.545,audio_features,4BE5gpzdVEVA9uROkm7GI9,spotify:track:4BE5gpzdVEVA9uROkm7GI9,https://api.spotify.com/v1/tracks/4BE5gpzdVEVA9uROkm7GI9,https://api.spotify.com/v1/audio-analysis/4BE5gpzdVEVA9uROkm7GI9,224947,4,Playing with Girls,Fly On the Wall,Fly On the Wall,1985-06-28,0rOXa1wPbBrCNl6knMyDBW
0.443,0.879,9,-4.405,0,0.0416,0.0121,0.816,0.331,0.416,91.447,audio_features,1UBmFT0L9ilDySXuuMBfK5,spotify:track:1UBmFT0L9ilDySXuuMBfK5,https://api.spotify.com/v1/tracks/1UBmFT0L9ilDySXuuMBfK5,https://api.spotify.com/v1/audio-analysis/1UBmFT0L9ilDySXuuMBfK5,233320,4,Stand Up,Fly On the Wall,Fly On the Wall,1985-06-28,0rOXa1wPbBrCNl6knMyDBW
0.405,0.965,9,-5.096,1,0.0734,0.00208,0.225,0.164,0.474,116.395,audio_features,44WgrjG7hWuKqx6KL4AyCR,spotify:track:44WgrjG7hWuKqx6KL4AyCR,https://api.spotify.com/v1/tracks/44WgrjG7hWuKqx6KL4AyCR,https://api.spotify.com/v1/audio-analysis/44WgrjG7hWuKqx6KL4AyCR,272347,4,Hell or High Water,Fly On the Wall,Fly On the Wall,1985-06-28,0rOXa1wPbBrCNl6knMyDBW
0.536,0.972,5,-3.983,1,0.0416,0.0129,0.875,0.1,0.482,107.991,audio_features,6FCp2G9cQKTBl2nd34vciA,spotify:track:6FCp2G9cQKTBl2nd34vciA,https://api.spotify.com/v1/tracks/6FCp2G9cQKTBl2nd34vciA,https://api.spotify.com/v1/audio-analysis/6FCp2G9cQKTBl2nd34vciA,264373,4,Back in Business,Fly On the Wall,Fly On the Wall,1985-06-28,0rOXa1wPbBrCNl6knMyDBW
0.484,0.942,7,-5.452,0,0.0555,0.0109,0.889,0.357,0.594,105.997,audio_features,0limokbfqb60BMM7c7Z2HE,spotify:track:0limokbfqb60BMM7c7Z2HE,https://api.spotify.com/v1/tracks/0limokbfqb60BMM7c7Z2HE,https://api.spotify.com/v1/audio-analysis/0limokbfqb60BMM7c7Z2HE,216880,4,Send for the Man,Fly On the Wall,Fly On the Wall,1985-06-28,0rOXa1wPbBrCNl6knMyDBW
0.33,0.871,9,-4.255,1,0.0419,0.00506,0.00767,0.186,0.794,186.316,audio_features,1P0SDqCttZZnmSU7YtPxQY,spotify:track:1P0SDqCttZZnmSU7YtPxQY,https://api.spotify.com/v1/tracks/1P0SDqCttZZnmSU7YtPxQY,https://api.spotify.com/v1/audio-analysis/1P0SDqCttZZnmSU7YtPxQY,223787,4,Rising Power,Flick of the Switch,Flick of the Switch,1983-08-15,0ZD2tIjWo9fwzPndZ04wDY
0.368,0.95,0,-3.394,1,0.0491,0.00145,0.0261,0.469,0.322,114.153,audio_features,6SRadf7zJ0PdkSqQ4Sqkvm,spotify:track:6SRadf7zJ0PdkSqQ4Sqkvm,https://api.spotify.com/v1/tracks/6SRadf7zJ0PdkSqQ4Sqkvm,https://api.spotify.com/v1/audio-analysis/6SRadf7zJ0PdkSqQ4Sqkvm,203493,4,This House Is on Fire,Flick of the Switch,Flick of the Switch,1983-08-15,0ZD2tIjWo9fwzPndZ04wDY
0.442,0.906,2,-4.429,1,0.0391,3.32e-05,0.144,0.088,0.705,129.483,audio_features,0oIox8T3bdGZnhQKnaDK2a,spotify:track:0oIox8T3bdGZnhQKnaDK2a,https://api.spotify.com/v1/tracks/0oIox8T3bdGZnhQKnaDK2a,https://api.spotify.com/v1/audio-analysis/0oIox8T3bdGZnhQKnaDK2a,193600,4,Flick of the Switch,Flick of the Switch,Flick of the Switch,1983-08-15,0ZD2tIjWo9fwzPndZ04wDY
0.412,0.793,9,-4.592,1,0.0336,0.000228,0.251,0.0871,0.816,83.346,audio_features,05gjrT0jcQ0fRkHuYgJTdR,spotify:track:05gjrT0jcQ0fRkHuYgJTdR,https://api.spotify.com/v1/tracks/05gjrT0jcQ0fRkHuYgJTdR,https://api.spotify.com/v1/audio-analysis/05gjrT0jcQ0fRkHuYgJTdR,267080,4,Nervous Shakedown,Flick of the Switch,Flick of the Switch,1983-08-15,0ZD2tIjWo9fwzPndZ04wDY
0.486,0.967,2,-4.162,1,0.0609,3.48e-05,0.772,0.317,0.511,118.998,audio_features,0qKMZuEM8aejK1wz6Dmn8M,spotify:track:0qKMZuEM8aejK1wz6Dmn8M,https://api.spotify.com/v1/tracks/0qKMZuEM8aejK1wz6Dmn8M,https://api.spotify.com/v1/audio-analysis/0qKMZuEM8aejK1wz6Dmn8M,237760,4,Landslide,Flick of the Switch,Flick of the Switch,1983-08-15,0ZD2tIjWo9fwzPndZ04wDY
0.49,0.902,9,-3.759,1,0.0493,0.00331,0.354,0.0695,0.825,128.427,audio_features,31F5kR9fPxI7lBV0Stfl4V,spotify:track:31F5kR9fPxI7lBV0Stfl4V,https://api.spotify.com/v1/tracks/31F5kR9fPxI7lBV0Stfl4V,https://api.spotify.com/v1/audio-analysis/31F5kR9fPxI7lBV0Stfl4V,204720,4,Guns for Hire,Flick of the Switch,Flick of the Switch,1983-08-15,0ZD2tIjWo9fwzPndZ04wDY
0.297,0.784,9,-4.559,1,0.038,0.00104,0.0947,0.457,0.767,175.253,audio_features,5h8XlKa4TvIhOcJXsPvDX7,spotify:track:5h8XlKa4TvIhOcJXsPvDX7,https://api.spotify.com/v1/tracks/5h8XlKa4TvIhOcJXsPvDX7,https://api.spotify.com/v1/audio-analysis/5h8XlKa4TvIhOcJXsPvDX7,199507,4,Deep in the Hole,Flick of the Switch,Flick of the Switch,1983-08-15,0ZD2tIjWo9fwzPndZ04wDY
0.48,0.809,7,-4.213,1,0.0466,0.000786,0.142,0.127,0.679,127.728,audio_features,1FeFtmh1lljY1AISeZLrhf,spotify:track:1FeFtmh1lljY1AISeZLrhf,https://api.spotify.com/v1/tracks/1FeFtmh1lljY1AISeZLrhf,https://api.spotify.com/v1/audio-analysis/1FeFtmh1lljY1AISeZLrhf,232227,4,Bedlam in Belgium,Flick of the Switch,Flick of the Switch,1983-08-15,0ZD2tIjWo9fwzPndZ04wDY
0.502,0.891,7,-3.966,1,0.0312,8.1e-05,0.772,0.468,0.484,106.311,audio_features,4wL7XxJ7DNtIao5EaynvuP,spotify:track:4wL7XxJ7DNtIao5EaynvuP,https://api.spotify.com/v1/tracks/4wL7XxJ7DNtIao5EaynvuP,https://api.spotify.com/v1/audio-analysis/4wL7XxJ7DNtIao5EaynvuP,218560,4,Badlands,Flick of the Switch,Flick of the Switch,1983-08-15,0ZD2tIjWo9fwzPndZ04wDY
0.274,0.961,9,-3.988,1,0.0751,2.46e-05,0.111,0.0843,0.574,166.176,audio_features,79Tq4tCfNGFJChySkOS5Dy,spotify:track:79Tq4tCfNGFJChySkOS5Dy,https://api.spotify.com/v1/tracks/79Tq4tCfNGFJChySkOS5Dy,https://api.spotify.com/v1/audio-analysis/79Tq4tCfNGFJChySkOS5Dy,249200,4,Brain Shake,Flick of the Switch,Flick of the Switch,1983-08-15,0ZD2tIjWo9fwzPndZ04wDY
0.37,0.919,4,-5.721,1,0.102,0.000376,0.419,0.49,0.471,134.021,audio_features,17lu4tymfnhmcIDlzBbtAb,spotify:track:17lu4tymfnhmcIDlzBbtAb,https://api.spotify.com/v1/tracks/17lu4tymfnhmcIDlzBbtAb,https://api.spotify.com/v1/audio-analysis/17lu4tymfnhmcIDlzBbtAb,344240,4,For Those About to Rock (We Salute You),For Those About to Rock (We Salute You),For Those About to Rock,1981-11-23,7DUvURQ0wfA1kgG8j99frR
0.483,0.98,9,-4.033,1,0.0632,0.000167,0.664,0.169,0.759,133.816,audio_features,7KGbYZv593eAMISQjYqTDT,spotify:track:7KGbYZv593eAMISQjYqTDT,https://api.spotify.com/v1/tracks/7KGbYZv593eAMISQjYqTDT,https://api.spotify.com/v1/audio-analysis/7KGbYZv593eAMISQjYqTDT,205707,4,I Put the Finger on You,For Those About to Rock (We Salute You),For Those About to Rock,1981-11-23,7DUvURQ0wfA1kgG8j99frR
0.514,0.904,9,-4.173,1,0.0634,0.000702,0.0334,0.0815,0.682,108.927,audio_features,1EJIEPzahlUiev5IQ1HnuL,spotify:track:1EJIEPzahlUiev5IQ1HnuL,https://api.spotify.com/v1/tracks/1EJIEPzahlUiev5IQ1HnuL,https://api.spotify.com/v1/audio-analysis/1EJIEPzahlUiev5IQ1HnuL,234027,4,Let's Get It Up,For Those About to Rock (We Salute You),For Those About to Rock,1981-11-23,7DUvURQ0wfA1kgG8j99frR
0.272,0.907,4,-4.592,0,0.0707,0.00019,0.0393,0.186,0.564,177.225,audio_features,31KSQBbHS275MsHgHmTD21,spotify:track:31KSQBbHS275MsHgHmTD21,https://api.spotify.com/v1/tracks/31KSQBbHS275MsHgHmTD21,https://api.spotify.com/v1/audio-analysis/31KSQBbHS275MsHgHmTD21,210893,5,Inject the Venom,For Those About to Rock (We Salute You),For Those About to Rock,1981-11-23,7DUvURQ0wfA1kgG8j99frR
0.269,0.955,9,-4.838,1,0.0639,1.59e-05,0.858,0.127,0.669,152.238,audio_features,1is13OusVjtwAvLx5PcxcZ,spotify:track:1is13OusVjtwAvLx5PcxcZ,https://api.spotify.com/v1/tracks/1is13OusVjtwAvLx5PcxcZ,https://api.spotify.com/v1/audio-analysis/1is13OusVjtwAvLx5PcxcZ,203133,4,Snowballed,For Those About to Rock (We Salute You),For Those About to Rock,1981-11-23,7DUvURQ0wfA1kgG8j99frR
0.478,0.886,9,-4.642,1,0.0354,1.43e-05,0.6,0.0793,0.488,100.427,audio_features,5ahPl557niKxia8Kquw1yh,spotify:track:5ahPl557niKxia8Kquw1yh,https://api.spotify.com/v1/tracks/5ahPl557niKxia8Kquw1yh,https://api.spotify.com/v1/audio-analysis/5ahPl557niKxia8Kquw1yh,263667,4,Evil Walks,For Those About to Rock (We Salute You),For Those About to Rock,1981-11-23,7DUvURQ0wfA1kgG8j99frR
0.51,0.935,0,-4.699,1,0.0579,0.000827,0.528,0.133,0.669,118.458,audio_features,3zR16RvuoDiglmh4iTacvN,spotify:track:3zR16RvuoDiglmh4iTacvN,https://api.spotify.com/v1/tracks/3zR16RvuoDiglmh4iTacvN,https://api.spotify.com/v1/audio-analysis/3zR16RvuoDiglmh4iTacvN,199867,4,C.O.D.,For Those About to Rock (We Salute You),For Those About to Rock,1981-11-23,7DUvURQ0wfA1kgG8j99frR
0.589,0.875,2,-5.067,1,0.0398,0.000434,0.372,0.0652,0.479,126.932,audio_features,1W0rNaAXmNzvfgp47JzcVQ,spotify:track:1W0rNaAXmNzvfgp47JzcVQ,https://api.spotify.com/v1/tracks/1W0rNaAXmNzvfgp47JzcVQ,https://api.spotify.com/v1/audio-analysis/1W0rNaAXmNzvfgp47JzcVQ,263427,4,Breaking the Rules,For Those About to Rock (We Salute You),For Those About to Rock,1981-11-23,7DUvURQ0wfA1kgG8j99frR
0.383,0.953,2,-3.445,1,0.041,1.9e-05,0.564,0.154,0.39,98.846,audio_features,4NQJn1aSV9r6UmYErgzS4s,spotify:track:4NQJn1aSV9r6UmYErgzS4s,https://api.spotify.com/v1/tracks/4NQJn1aSV9r6UmYErgzS4s,https://api.spotify.com/v1/audio-analysis/4NQJn1aSV9r6UmYErgzS4s,205760,4,Night of the Long Knives,For Those About to Rock (We Salute You),For Those About to Rock,1981-11-23,7DUvURQ0wfA1kgG8j99frR
0.33,0.805,2,-6.115,1,0.0333,2.89e-05,0.844,0.102,0.359,95.338,audio_features,124CQLjNlenz6CTKVCV931,spotify:track:124CQLjNlenz6CTKVCV931,https://api.spotify.com/v1/tracks/124CQLjNlenz6CTKVCV931,https://api.spotify.com/v1/audio-analysis/124CQLjNlenz6CTKVCV931,279427,4,Spellbound,For Those About to Rock (We Salute You),For Those About to Rock,1981-11-23,7DUvURQ0wfA1kgG8j99frR
0.389,0.873,4,-4.768,0,0.0475,0.00532,0.0055,0.273,0.303,106.767,audio_features,69QHm3pustz01CJRwdo20z,spotify:track:69QHm3pustz01CJRwdo20z,https://api.spotify.com/v1/tracks/69QHm3pustz01CJRwdo20z,https://api.spotify.com/v1/audio-analysis/69QHm3pustz01CJRwdo20z,312293,4,Hells Bells,Back In Black,Back In Black,1980-07-25,6mUdeDZCsExyJLMdAfDuwh
0.457,0.904,2,-5.303,1,0.0747,0.000239,0.0879,0.396,0.48,141.038,audio_features,0C80GCp0mMuBzLf3EAXqxv,spotify:track:0C80GCp0mMuBzLf3EAXqxv,https://api.spotify.com/v1/tracks/0C80GCp0mMuBzLf3EAXqxv,https://api.spotify.com/v1/audio-analysis/0C80GCp0mMuBzLf3EAXqxv,317427,4,Shoot to Thrill,Back In Black,Back In Black,1980-07-25,6mUdeDZCsExyJLMdAfDuwh
0.532,0.858,9,-5.023,1,0.0599,0.00533,2.13e-06,0.751,0.495,125.698,audio_features,6Th6ND8RQPywiyelecP5Lf,spotify:track:6Th6ND8RQPywiyelecP5Lf,https://api.spotify.com/v1/tracks/6Th6ND8RQPywiyelecP5Lf,https://api.spotify.com/v1/audio-analysis/6Th6ND8RQPywiyelecP5Lf,215533,4,What Do You Do for Money Honey,Back In Black,Back In Black,1980-07-25,6mUdeDZCsExyJLMdAfDuwh
0.525,0.975,2,-4.372,1,0.0572,0.0704,2.22e-05,0.231,0.736,132.686,audio_features,6rAy2MsMUabbqu2VygrblP,spotify:track:6rAy2MsMUabbqu2VygrblP,https://api.spotify.com/v1/tracks/6rAy2MsMUabbqu2VygrblP,https://api.spotify.com/v1/audio-analysis/6rAy2MsMUabbqu2VygrblP,211760,4,Givin the Dog a Bone,Back In Black,Back In Black,1980-07-25,6mUdeDZCsExyJLMdAfDuwh
0.4,0.902,9,-4.385,1,0.0523,0.115,0.000116,0.139,0.632,105.659,audio_features,5XeMsYb1rWxQL1bUUaZajn,spotify:track:5XeMsYb1rWxQL1bUUaZajn,https://api.spotify.com/v1/tracks/5XeMsYb1rWxQL1bUUaZajn,https://api.spotify.com/v1/audio-analysis/5XeMsYb1rWxQL1bUUaZajn,255267,4,Let Me Put My Love Into You,Back In Black,Back In Black,1980-07-25,6mUdeDZCsExyJLMdAfDuwh
0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,audio_features,08mG3Y1vljYA6bvDt4Wqkj,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,https://api.spotify.com/v1/tracks/08mG3Y1vljYA6bvDt4Wqkj,https://api.spotify.com/v1/audio-analysis/08mG3Y1vljYA6bvDt4Wqkj,255493,4,Back In Black,Back In Black,Back In Black,1980-07-25,6mUdeDZCsExyJLMdAfDuwh
0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,audio_features,2SiXAy7TuUkycRVbbWDEpo,spotify:track:2SiXAy7TuUkycRVbbWDEpo,https://api.spotify.com/v1/tracks/2SiXAy7TuUkycRVbbWDEpo,https://api.spotify.com/v1/audio-analysis/2SiXAy7TuUkycRVbbWDEpo,210173,4,You Shook Me All Night Long,Back In Black,Back In Black,1980-07-25,6mUdeDZCsExyJLMdAfDuwh
0.421,0.889,2,-5.166,1,0.0545,0.00167,0.00838,0.654,0.424,122.424,audio_features,4dDurgTN3eGyU0ghzFJ0T1,spotify:track:4dDurgTN3eGyU0ghzFJ0T1,https://api.spotify.com/v1/tracks/4dDurgTN3eGyU0ghzFJ0T1,https://api.spotify.com/v1/audio-analysis/4dDurgTN3eGyU0ghzFJ0T1,238467,4,Have a Drink on Me,Back In Black,Back In Black,1980-07-25,6mUdeDZCsExyJLMdAfDuwh
0.417,0.942,4,-4.225,1,0.0852,0.0234,0.00857,0.317,0.618,152.346,audio_features,2MCUmp0I98gsJBmey7DfZS,spotify:track:2MCUmp0I98gsJBmey7DfZS,https://api.spotify.com/v1/tracks/2MCUmp0I98gsJBmey7DfZS,https://api.spotify.com/v1/audio-analysis/2MCUmp0I98gsJBmey7DfZS,245667,4,Shake a Leg,Back In Black,Back In Black,1980-07-25,6mUdeDZCsExyJLMdAfDuwh
0.576,0.659,9,-5.617,1,0.0383,0.041,0.0,0.0587,0.717,94.853,audio_features,6J17MkMmuzBiIOjRH6MOBZ,spotify:track:6J17MkMmuzBiIOjRH6MOBZ,https://api.spotify.com/v1/tracks/6J17MkMmuzBiIOjRH6MOBZ,https://api.spotify.com/v1/audio-analysis/6J17MkMmuzBiIOjRH6MOBZ,266040,4,Rock and Roll Ain't Noise Pollution,Back In Black,Back In Black,1980-07-25,6mUdeDZCsExyJLMdAfDuwh
0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,audio_features,2zYzyRzz6pRmhPzyfMEC8s,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/tracks/2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/audio-analysis/2zYzyRzz6pRmhPzyfMEC8s,208400,4,Highway to Hell,Highway to Hell,Highway to Hell,1979-07-27,10v912xgTZbjAtYfyKWJCS
0.512,0.979,4,-4.267,0,0.156,0.0513,0.00102,0.358,0.535,137.794,audio_features,6Wn3pdFtAcnYJyJVITwt7N,spotify:track:6Wn3pdFtAcnYJyJVITwt7N,https://api.spotify.com/v1/tracks/6Wn3pdFtAcnYJyJVITwt7N,https://api.spotify.com/v1/audio-analysis/6Wn3pdFtAcnYJyJVITwt7N,203293,4,Girls Got Rhythm,Highway to Hell,Highway to Hell,1979-07-27,10v912xgTZbjAtYfyKWJCS
0.233,0.87,9,-4.653,1,0.0643,0.00791,0.0198,0.251,0.409,162.003,audio_features,5xquYn2sr3uEcyuKU9BmCJ,spotify:track:5xquYn2sr3uEcyuKU9BmCJ,https://api.spotify.com/v1/tracks/5xquYn2sr3uEcyuKU9BmCJ,https://api.spotify.com/v1/audio-analysis/5xquYn2sr3uEcyuKU9BmCJ,310000,4,Walk All Over You,Highway to Hell,Highway to Hell,1979-07-27,10v912xgTZbjAtYfyKWJCS
0.524,0.906,7,-4.301,1,0.0963,0.037,3.64e-05,0.309,0.605,123.1,audio_features,2j0zExWFB0PowLOeoZosjK,spotify:track:2j0zExWFB0PowLOeoZosjK,https://api.spotify.com/v1/tracks/2j0zExWFB0PowLOeoZosjK,https://api.spotify.com/v1/audio-analysis/2j0zExWFB0PowLOeoZosjK,266267,4,Touch Too Much,Highway to Hell,Highway to Hell,1979-07-27,10v912xgTZbjAtYfyKWJCS
0.476,0.889,1,-5.733,0,0.1,0.00102,0.102,0.17,0.493,115.754,audio_features,7sZKoFbEu4mPuCMX5cxLSb,spotify:track:7sZKoFbEu4mPuCMX5cxLSb,https://api.spotify.com/v1/tracks/7sZKoFbEu4mPuCMX5cxLSb,https://api.spotify.com/v1/audio-analysis/7sZKoFbEu4mPuCMX5cxLSb,235707,4,Beating Around the Bush,Highway to Hell,Highway to Hell,1979-07-27,10v912xgTZbjAtYfyKWJCS
0.531,0.864,7,-4.534,1,0.08,0.00164,0.132,0.884,0.665,130.722,audio_features,6pivm7pNF4GyBkHNGseHCS,spotify:track:6pivm7pNF4GyBkHNGseHCS,https://api.spotify.com/v1/tracks/6pivm7pNF4GyBkHNGseHCS,https://api.spotify.com/v1/audio-analysis/6pivm7pNF4GyBkHNGseHCS,202867,4,Shot Down in Flames,Highway to Hell,Highway to Hell,1979-07-27,10v912xgTZbjAtYfyKWJCS
0.648,0.831,3,-4.635,1,0.0329,0.000514,0.564,0.0951,0.834,129.855,audio_features,7HbHwtTGM3kCjDtmP00x4h,spotify:track:7HbHwtTGM3kCjDtmP00x4h,https://api.spotify.com/v1/tracks/7HbHwtTGM3kCjDtmP00x4h,https://api.spotify.com/v1/audio-analysis/7HbHwtTGM3kCjDtmP00x4h,154507,4,Get It Hot,Highway to Hell,Highway to Hell,1979-07-27,10v912xgTZbjAtYfyKWJCS
0.487,0.932,2,-4.001,1,0.117,0.0311,0.149,0.43,0.54,141.243,audio_features,7zscdQe9CjzXnqT3P1Ey7K,spotify:track:7zscdQe9CjzXnqT3P1Ey7K,https://api.spotify.com/v1/tracks/7zscdQe9CjzXnqT3P1Ey7K,https://api.spotify.com/v1/audio-analysis/7zscdQe9CjzXnqT3P1Ey7K,274227,4,If You Want Blood (You've Got It),Highway to Hell,Highway to Hell,1979-07-27,10v912xgTZbjAtYfyKWJCS
0.511,0.838,1,-5.026,1,0.0516,0.0019,0.0653,0.24,0.551,120.181,audio_features,1Kbc8nH6BhsWnTuM22qypl,spotify:track:1Kbc8nH6BhsWnTuM22qypl,https://api.spotify.com/v1/tracks/1Kbc8nH6BhsWnTuM22qypl,https://api.spotify.com/v1/audio-analysis/1Kbc8nH6BhsWnTuM22qypl,257173,4,Love Hungry Man,Highway to Hell,Highway to Hell,1979-07-27,10v912xgTZbjAtYfyKWJCS
0.251,0.73,6,-5.002,1,0.0615,0.024,0.0137,0.181,0.482,197.304,audio_features,7w04gIWA7mIbqR03Ghyrkl,spotify:track:7w04gIWA7mIbqR03Ghyrkl,https://api.spotify.com/v1/tracks/7w04gIWA7mIbqR03Ghyrkl,https://api.spotify.com/v1/audio-analysis/7w04gIWA7mIbqR03Ghyrkl,387960,3,Night Prowler,Highway to Hell,Highway to Hell,1979-07-27,10v912xgTZbjAtYfyKWJCS
0.195,0.973,2,-4.4,1,0.106,2.32e-05,0.727,0.971,0.14,181.854,audio_features,3TUyK8veWjZqlKFZRPwojT,spotify:track:3TUyK8veWjZqlKFZRPwojT,https://api.spotify.com/v1/tracks/3TUyK8veWjZqlKFZRPwojT,https://api.spotify.com/v1/audio-analysis/3TUyK8veWjZqlKFZRPwojT,359080,4,"Riff Raff - Live at the Apollo Theatre, Glasgow, Scotland - April 1978",If You Want Blood You've Got It (Live),If You Want Blood You've Got It,1978-10-13,38MklVAM0DEnMCLucNckDD
